COMM,"CommScope Holding Company, Inc.",36.9,7117761073,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
COMT,iShares Commodities Select Strategy ETF,33.75,209250000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
CONE,CyrusOne Inc,56.42,4949495560,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CONN,"Conn&#39;s, Inc.",15.4,477093478.4,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
COOL,"PolarityTE, Inc.",17.28,77790551.04,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
CORE,"Core-Mark Holding Company, Inc.",34.49,1597539482,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",6.87,200825846,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CORT,Corcept Therapeutics Incorporated,12.13,1372963914,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
COST,Costco Wholesale Corporation,173.01,75941219780,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
COUP,Coupa Software Incorporated,33.24,1683397087,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup
COVS,Covisint Corporation,2.05,83775088.85,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COWN,Cowen Inc.,14.3,390856909.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,26.76,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
CPAA,Conyers Park Acquisition Corp.,11.88,597712500,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cpaa
CPAAU,Conyers Park Acquisition Corp.,13.05,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cpaau
CPAAW,Conyers Park Acquisition Corp.,2.95,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cpaaw
CPAH,CounterPath Corporation,2.137,10698345.57,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
CPHC,Canterbury Park Holding Corporation,10.405,45486477.19,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CPIX,Cumberland Pharmaceuticals Inc.,7.03,112718675.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CPLA,Capella Education Company,87.15,1009970892,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
CPLP,Capital Product Partners L.P.,3.39,417966795.6,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
CPRT,"Copart, Inc.",29.98,27545043347,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CPRX,"Catalyst Pharmaceuticals, Inc.",2.13,178464667.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CPSH,CPS Technologies Corp.,1.1584,15294860.26,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CPSI,"Computer Programs and Systems, Inc.",33.6,454809700.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CPSS,"Consumer Portfolio Services, Inc.",4.43,102516472.9,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CPST,Capstone Turbine Corporation,0.6465,23096219.61,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst
CPTA,Capitala Finance Corp.,13.78,218945679.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cpta
CPTAL,Capitala Finance Corp.,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cptal
CRAI,"CRA International,Inc.",34.12,292574393.8,n/a,n/a,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CRAY,Cray Inc,18.15,731205492.6,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.75,338971567.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CRDS,"Crossroads Systems, Inc.",3.3,4044057.6,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRDT,WisdomTree Strategic Corporate Bond Fund,75.4297,7542970,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdt
CREE,"Cree, Inc.",24.32,2366050751,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CREG,China Recycling Energy Corporation,1.52,12631500.96,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg
CRESY,Cresud S.A.C.I.F. y A.,20.76,811676971.2,39098120,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRIS,"Curis, Inc.",1.71,245851344.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CRME,Cardiome Pharma Corporation,4.14,132066765.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
CRMT,"America&#39;s Car-Mart, Inc.",38.9,303308668.2,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
CRNT,Ceragon Networks Ltd.,2.88,224172308.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt
CROX,"Crocs, Inc.",6.43,476364666,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CRSP,CRISPR Therapeutics AG,15.65,625961266.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRTN,"Cartesian, Inc.",0.46,4161125.5,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
CRTO,Criteo S.A.,55.05,3352779513,60904260,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CRUS,"Cirrus Logic, Inc.",65.39,4200127341,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CRVL,CorVel Corp.,46.65,892320360.3,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",11.31,236769353.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CRWS,"Crown Crafts, Inc.",7.7,77253799.7,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRZO,"Carrizo Oil & Gas, Inc.",24.39,1605034291,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
CSA,VictoryShares US Small Cap Volatility Wtd ETF,41.239,2113434500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,39.6064,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csb
CSBK,Clifton Bancorp Inc.,16.16,364391840,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CSBR,"Champions Oncology, Inc.",2.5,27445880,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr
CSCO,"Cisco Systems, Inc.",31.49,157697393218,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,40.4001,22220055,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CSFL,"CenterState Banks, Inc.",24.53,1359303580,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CSGP,"CoStar Group, Inc.",258,8449189626,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
CSGS,"CSG Systems International, Inc.",40.28,1360883444,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSII,"Cardiovascular Systems, Inc.",30.55,999353371.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
CSIQ,Canadian Solar Inc.,13.3,769174550.9,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
CSML,IQ Chaikin U.S. Small Cap ETF,24.87,63418524.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
CSOD,"Cornerstone OnDemand, Inc.",37.63,2138167532,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CSPI,CSP Inc.,11.0101,42066696.44,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSQ,Calamos Strategic Total Return Fund,11.651,1800242614,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csq
CSTE,Caesarstone Ltd.,38.35,1316232325,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
CSTR,"CapStar Financial Holdings, Inc.",18.15,203707178.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cstr
CSWC,Capital Southwest Corporation,15.79,252103534.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc
CSWI,"CSW Industrials, Inc.",35.5,562608153.5,n/a,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,52.33,48280770483,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTAS,Cintas Corporation,124.69,13132669134,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CTBI,"Community Trust Bancorp, Inc.",43.6,770194043.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CTG,"Computer Task Group, Incorporated",5.7053,88507796.57,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CTHR,Charles & Colvard Ltd,0.885,19142271.23,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
CTIB,CTI Industries Corporation,6.18,21785902.86,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTIC,CTI BioPharma Corp.,4.16,117373763.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTMX,"CytomX Therapeutics, Inc.",15,551245980,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CTRE,"CareTrust REIT, Inc.",18.46,1339290962,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
CTRL,Control4 Corporation,17.99,437898313.9,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CTRN,"Citi Trends, Inc.",18.63,278367559.7,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CTRP,"Ctrip.com International, Ltd.",54.94,23047718096,419507064,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CTRV,ContraVir Pharmaceuticals Inc,0.67,50723923.16,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTSH,Cognizant Technology Solutions Corporation,66.49,39162402086,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
CTSO,Cytosorbents Corporation,4.35,122271461.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CTWS,"Connecticut Water Service, Inc.",52.99,583626349,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CTXS,"Citrix Systems, Inc.",82.3,12439507724,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.07,43364969.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
CUBN,"Commerce Union Bancshares, Inc.",21.7,169976751,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn
CUI,"CUI Global, Inc.",3.71,77767773.44,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CUNB,CU Bancorp (CA),36.55,651812158.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUR,"Neuralstem, Inc.",4.43,52714576.79,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cur
CUTR,"Cutera, Inc.",22.3,309047917.3,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,20.75,2285375058,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVCO,"Cavco Industries, Inc.",116.6,1048615049,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CVCY,Central Valley Community Bancorp,21.28,259880084.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CVGI,"Commercial Vehicle Group, Inc.",8.08,249233474.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
CVGW,"Calavo Growers, Inc.",68.15,1192625000,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
CVLT,"Commvault Systems, Inc.",55.45,2492329282,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CVLY,"Codorus Valley Bancorp, Inc",26.39,222687185.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
CVTI,"Covenant Transportation Group, Inc.",17.68,323064695.2,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
CVV,CVD Equipment Corporation,11.91,75755817.9,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CWAY,"Coastway Bancorp, Inc.",20.6,90484284.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
CWBC,Community West Bancshares,10.05,81436546.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CWCO,Consolidated Water Co. Ltd.,11.7,174211420.5,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CWST,"Casella Waste Systems, Inc.",13.72,574595342.4,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
CXDC,China XD Plastics Company Limited,4.65,230228665.7,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CXRX,Concordia International Corp.,1.33,67949414.05,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,63.92,9588000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxse
CY,Cypress Semiconductor Corporation,13.89,4575895223,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYAD,Celyad SA,43.98,23769826.62,540469,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
CYAN,Cyanotech Corporation,3.55,20124527.55,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBE,CyberOptics Corporation,22.35,155179112,n/a,n/a,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYBR,CyberArk Software Ltd.,49,1686737829,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYCC,"Cyclacel Pharmaceuticals, Inc.",4.92,21022899.24,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.25,2095456.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYHHZ,"Community Health Systems, Inc.",0.0086,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CYOU,Changyou.com Limited,39.66,738947341,18632056,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
CYRN,CYREN Ltd.,2.3,90125789.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CYRX,"CryoPort, Inc.",3.31,79359517.35,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",1.1,0,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
CYTK,"Cytokinetics, Incorporated",14.05,634398933.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTR,CytRx Corporation,0.5043,76681244.72,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
CYTX,Cytori Therapeutics Inc,1.04,33777329.04,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.4299,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CZFC,Citizens First Corporation,22.51,45448860.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CZNC,Citizens & Northern Corp,22.77,276874251.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZR,Caesars Entertainment Corporation,11.15,1658243287,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
CZWI,"Citizens Community Bancorp, Inc.",13.74,72374007.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
DAIO,Data I/O Corporation,7.82,62939395.12,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DAKT,"Daktronics, Inc.",9.13,402336850.2,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DAVE,"Famous Dave&#39;s of America, Inc.",3.85,26786867.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
DAX,Horizons DAX Germany ETF,29.16,17496000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
DBVT,DBV Technologies S.A.,34.32,843543798.2,24578782,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCIX,Diana Containerships Inc.,0.3899,3649960.733,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DCOM,"Dime Community Bancshares, Inc.",19.45,731974414.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DCTH,"Delcath Systems, Inc.",0.023,3861313.899,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DDBI,Legg Mason Developed EX-US Diversified Core ETF,27.75,5550000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
DELT,Delta Technology Holdings Limited,2,19237704,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.06,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,Denny&#39;s Corporation,11.5,803431480.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
DEPO,"Depomed, Inc.",10.63,662686552.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",27.52,1142659324,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,4.44,62105108.28,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DFBG,Differential Brands Group Inc.,2,26662042,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,2.8,28967783.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DFNL,Davis Select Financial ETF,20.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",17,371013542,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DFVL,iPath US Treasury 5-year Bull ETN,67,4797200,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,28.74,1192710,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DGAS,"Delta Natural Gas Company, Inc.",30.17,215065970.1,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DGICA,"Donegal Group, Inc.",15.59,425459627.7,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",15.702,428516169,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DGII,Digi International Inc.,9.375,248787534.4,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,48.9,18533589,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DGLT,"Digiliti Money Group, Inc.",3.6,35558208,n/a,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/dglt
DGLY,"Digital Ally, Inc.",3.75,21298991.25,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,24.1699,53173780,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,32.78,101618000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrs
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,36.14,1342601000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrw
DHIL,"Diamond Hill Investment Group, Inc.",196.89,677531370.6,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
DHXM,DHX Media Ltd.,4.6,131059805.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DIOD,Diodes Incorporated,25.82,1249000078,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",25.46,9791221757,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",26.723,10276937117,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",24.87,9564323845,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,63.33,29506005571,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DJCO,Daily Journal Corp. (S.C.),210,289956660,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DLBL,Barclays PLC,77.2,5400603.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
DLBS,iPath US Treasury Long Bond Bear ETN,17.8157,18680616.6,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLHC,DLH Holdings Corp.,5.113,57529502.38,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DLTH,Duluth Holdings Inc.,19.69,638775517.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DLTR,"Dollar Tree, Inc.",78.08,18470711067,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DMLP,"Dorchester Minerals, L.P.",16.6,509212154.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DMPI,"DelMar Pharmaceuticals, Inc.",2.37,31904098.65,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DMRC,Digimarc Corporation,34.4,368002084,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DMTX,"Dimension Therapeutics, Inc.",1.225,30678294.85,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DNBF,DNB Financial Corp,31.7,134976761.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DNKN,"Dunkin&#39; Brands Group, Inc.",56.66,5139781922,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DORM,"Dorman Products, Inc.",81.76,2804136619,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
DOX,Amdocs Limited,63.9,9358410600,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
DRAD,Digirad Corporation,4.1,81909734.4,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DRAM,Dataram Corporation,4.3199,1301011.323,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DRIO,DarioHealth Corp.,2.62,25105827.74,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.4,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DRNA,"Dicerna Pharmaceuticals, Inc.",3.29,68412894.97,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DRRX,DURECT Corporation,1.25,177458170,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DRWI,DragonWave Inc,1.0299,8758625.945,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRYS,DryShips Inc.,3.03,3409634.76,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSGX,The Descartes Systems Group Inc.,24.45,1857204787,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
DSKE,"Daseke, Inc.",9.91,373765163.6,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.05,0,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,24.565,14467212.84,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
DSPG,"DSP Group, Inc.",12.1,268245553.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DSWL,"Deswell Industries, Inc.",1.94,31149103.66,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
